kind,sample,x,y,value
sample,2,0.578947,0.421053,-0.138371
sample,2,0.631579,0.421053,0.417254
sample,2,0.684211,0.421053,-0.005215
sample,2,0.736842,0.421053,-0.323692
sample,2,0.789474,0.421053,-0.142649
sample,2,0.842105,0.421053,-0.150668
sample,2,0.894737,0.421053,0.182392
sample,2,0.947368,0.421053,-0.017220
sample,2,1.000000,0.421053,-0.135251
sample,2,0.000000,0.473684,0.628519
sample,2,0.052632,0.473684,0.310281
sample,2,0.105263,0.473684,-0.596946
sample,2,0.157895,0.473684,-0.716427
sample,2,0.210526,0.473684,-0.243309
sample,2,0.263158,0.473684,-0.049820
sample,2,0.315789,0.473684,0.461660
sample,2,0.368421,0.473684,0.573776
sample,2,0.421053,0.473684,-0.179609
sample,2,0.473684,0.473684,0.050386
sample,2,0.526316,0.473684,-0.137701
sample,2,0.578947,0.473684,-0.339048
sample,2,0.631579,0.473684,0.208682
sample,2,0.684211,0.473684,0.071066
sample,2,0.736842,0.473684,-0.051859
sample,2,0.789474,0.473684,0.274183
sample,2,0.842105,0.473684,0.189667
sample,2,0.894737,0.473684,0.368570
sample,2,0.947368,0.473684,-0.352399
sample,2,1.000000,0.473684,-0.391040
sample,2,0.000000,0.526316,0.464030
sample,2,0.052632,0.526316,0.441999
sample,2,0.105263,0.526316,0.087130
sample,2,0.157895,0.526316,-0.107413
sample,2,0.210526,0.526316,0.190314
sample,2,0.263158,0.526316,-0.265393
sample,2,0.315789,0.526316,-0.158367
sample,2,0.368421,0.526316,-0.227383
sample,2,0.421053,0.526316,-0.127131
sample,2,0.473684,0.526316,-0.026011
sample,2,0.526316,0.526316,0.064838
sample,2,0.578947,0.526316,0.161655
sample,2,0.631579,0.526316,0.289889
sample,2,0.684211,0.526316,0.229770
sample,2,0.736842,0.526316,-0.168268
sample,2,0.789474,0.526316,0.403095
sample,2,0.842105,0.526316,0.519768
sample,2,0.894737,0.526316,0.110410
sample,2,0.947368,0.526316,-0.220606
sample,2,1.000000,0.526316,-0.520381
sample,2,0.000000,0.578947,0.168518
sample,2,0.052632,0.578947,0.256608
sample,2,0.105263,0.578947,0.049503
sample,2,0.157895,0.578947,-0.175926
sample,2,0.210526,0.578947,-0.643834
sample,2,0.263158,0.578947,-0.334370
sample,2,0.315789,0.578947,-0.297979
sample,2,0.368421,0.578947,-0.397603
sample,2,0.421053,0.578947,-0.031390
sample,2,0.473684,0.578947,-0.025678
sample,2,0.526316,0.578947,-0.059401
sample,2,0.578947,0.578947,-0.440642
sample,2,0.631579,0.578947,-0.334866
sample,2,0.684211,0.578947,-0.447711
sample,2,0.736842,0.578947,-0.144183
sample,2,0.789474,0.578947,0.246216
sample,2,0.842105,0.578947,-0.014478
sample,2,0.894737,0.578947,0.124729
sample,2,0.947368,0.578947,0.088893
sample,2,1.000000,0.578947,-0.207149
sample,2,0.000000,0.631579,-0.330894
sample,2,0.052632,0.631579,-0.087148
sample,2,0.105263,0.631579,-0.003060
sample,2,0.157895,0.631579,-0.080087
sample,2,0.210526,0.631579,0.034688
sample,2,0.263158,0.631579,-0.206510
sample,2,0.315789,0.631579,-0.315290
sample,2,0.368421,0.631579,0.056496
sample,2,0.421053,0.631579,-0.137408
sample,2,0.473684,0.631579,-0.307724
sample,2,0.526316,0.631579,-0.299344
sample,2,0.578947,0.631579,-0.339658
sample,2,0.631579,0.631579,-0.396823
sample,2,0.684211,0.631579,-0.019372
sample,2,0.736842,0.631579,-0.012858
sample,2,0.789474,0.631579,0.270251
sample,2,0.842105,0.631579,-0.121058
sample,2,0.894737,0.631579,-0.136607
sample,2,0.947368,0.631579,-0.141878
sample,2,1.000000,0.631579,0.276935
sample,2,0.000000,0.684211,0.094131
sample,2,0.052632,0.684211,-0.217339
sample,2,0.105263,0.684211,0.196027
sample,2,0.157895,0.684211,0.234944
sample,2,0.210526,0.684211,-0.075891
sample,2,0.263158,0.684211,-0.199288
sample,2,0.315789,0.684211,-0.677331
sample,2,0.368421,0.684211,-0.452339
sample,2,0.421053,0.684211,-0.283333
sample,2,0.473684,0.684211,-0.216125
sample,2,0.526316,0.684211,0.022485
sample,2,0.578947,0.684211,-0.288655
sample,2,0.631579,0.684211,-0.177695
sample,2,0.684211,0.684211,0.345240
sample,2,0.736842,0.684211,0.179687
sample,2,0.789474,0.684211,0.498689
sample,2,0.842105,0.684211,-0.373593
sample,2,0.894737,0.684211,-0.194087
sample,2,0.947368,0.684211,0.192442
sample,2,1.000000,0.684211,0.443508
sample,2,0.000000,0.736842,0.515204
sample,2,0.052632,0.736842,-0.021109
sample,2,0.105263,0.736842,0.398640
sample,2,0.157895,0.736842,0.367736
sample,2,0.210526,0.736842,0.125744
sample,2,0.263158,0.736842,0.001594
sample,2,0.315789,0.736842,-0.565491
sample,2,0.368421,0.736842,-0.606332
sample,2,0.421053,0.736842,-0.446803
sample,2,0.473684,0.736842,-0.541892
sample,2,0.526316,0.736842,-0.084376
sample,2,0.578947,0.736842,-0.358000
sample,2,0.631579,0.736842,0.026930
sample,2,0.684211,0.736842,0.573613
sample,2,0.736842,0.736842,0.737162
sample,2,0.789474,0.736842,0.653150
sample,2,0.842105,0.736842,0.013681
sample,2,0.894737,0.736842,-0.043322
sample,2,0.947368,0.736842,0.131004
sample,2,1.000000,0.736842,-0.033753
sample,2,0.000000,0.789474,0.249452
sample,2,0.052632,0.789474,0.205205
sample,2,0.105263,0.789474,0.393348
sample,2,0.157895,0.789474,0.608852
sample,2,0.210526,0.789474,0.530288
sample,2,0.263158,0.789474,0.224303
sample,2,0.315789,0.789474,-0.672975
sample,2,0.368421,0.789474,-0.865120
sample,2,0.421053,0.789474,-0.392989
sample,2,0.473684,0.789474,-0.412777
sample,2,0.526316,0.789474,-0.078531
sample,2,0.578947,0.789474,-0.125865
sample,2,0.631579,0.789474,-0.218039
sample,2,0.684211,0.789474,0.578473
sample,2,0.736842,0.789474,0.185092
sample,2,0.789474,0.789474,0.398054
sample,2,0.842105,0.789474,-0.090983
sample,2,0.894737,0.789474,0.194288
sample,2,0.947368,0.789474,0.254523
sample,2,1.000000,0.789474,0.587151
sample,2,0.000000,0.842105,0.158481
sample,2,0.052632,0.842105,-0.065434
sample,2,0.105263,0.842105,0.426139
sample,2,0.157895,0.842105,0.771960
sample,2,0.210526,0.842105,0.436302
sample,2,0.263158,0.842105,-0.181735
sample,2,0.315789,0.842105,-0.323906
sample,2,0.368421,0.842105,-0.876003
sample,2,0.421053,0.842105,-0.528353
sample,2,0.473684,0.842105,-0.033715
sample,2,0.526316,0.842105,0.066044
sample,2,0.578947,0.842105,-0.221103
sample,2,0.631579,0.842105,-0.095038
sample,2,0.684211,0.842105,0.142909
sample,2,0.736842,0.842105,0.065454
sample,2,0.789474,0.842105,-0.145044
sample,2,0.842105,0.842105,-0.121521
sample,2,0.894737,0.842105,0.107079
sample,2,0.947368,0.842105,-0.063194
sample,2,1.000000,0.842105,0.202214
sample,2,0.000000,0.894737,-0.207320
sample,2,0.052632,0.894737,0.037204
sample,2,0.105263,0.894737,0.425410
sample,2,0.157895,0.894737,0.210050
sample,2,0.210526,0.894737,0.473803
sample,2,0.263158,0.894737,0.092953
sample,2,0.315789,0.894737,-0.028937
sample,2,0.368421,0.894737,-0.659278
sample,2,0.421053,0.894737,-0.708430
sample,2,0.473684,0.894737,-0.095605
sample,2,0.526316,0.894737,0.041401
sample,2,0.578947,0.894737,-0.197806
sample,2,0.631579,0.894737,-0.153888
sample,2,0.684211,0.894737,-0.015496
sample,2,0.736842,0.894737,0.384207
sample,2,0.789474,0.894737,0.366196
sample,2,0.842105,0.894737,0.196049
sample,2,0.894737,0.894737,0.023480
sample,2,0.947368,0.894737,0.170693
sample,2,1.000000,0.894737,-0.072854
sample,2,0.000000,0.947368,0.136349
sample,2,0.052632,0.947368,0.096455
sample,2,0.105263,0.947368,0.594968
sample,2,0.157895,0.947368,0.293526
sample,2,0.210526,0.947368,0.095988
sample,2,0.263158,0.947368,0.202478
sample,2,0.315789,0.947368,-0.184161
sample,2,0.368421,0.947368,-0.554907
sample,2,0.421053,0.947368,-0.288713
sample,2,0.473684,0.947368,0.070127
sample,2,0.526316,0.947368,-0.198164
sample,2,0.578947,0.947368,0.225544
sample,2,0.631579,0.947368,-0.070929
sample,2,0.684211,0.947368,0.085097
sample,2,0.736842,0.947368,0.277147
sample,2,0.789474,0.947368,0.466510
sample,2,0.842105,0.947368,-0.049992
sample,2,0.894737,0.947368,-0.241131
sample,2,0.947368,0.947368,0.157335
sample,2,1.000000,0.947368,-0.448561
sample,2,0.000000,1.000000,0.383958
sample,2,0.052632,1.000000,0.184086
sample,2,0.105263,1.000000,0.025654
sample,2,0.157895,1.000000,-0.044853
sample,2,0.210526,1.000000,-0.495701
sample,2,0.263158,1.000000,-0.245080
sample,2,0.315789,1.000000,-0.347750
sample,2,0.368421,1.000000,-0.328988
sample,2,0.421053,1.000000,-0.812703
sample,2,0.473684,1.000000,-0.629280
sample,2,0.526316,1.000000,-0.486095
sample,2,0.578947,1.000000,0.336505
sample,2,0.631579,1.000000,0.378050
sample,2,0.684211,1.000000,0.381677
sample,2,0.736842,1.000000,0.904389
sample,2,0.789474,1.000000,0.570118
sample,2,0.842105,1.000000,0.345653
sample,2,0.894737,1.000000,-0.200280
sample,2,0.947368,1.000000,0.222353
sample,2,1.000000,1.000000,-0.078155
