kind,sample,x,y,value
sample,0,0.421053,0.736842,0.228716
sample,0,0.473684,0.736842,0.337395
sample,0,0.526316,0.736842,0.259930
sample,0,0.578947,0.736842,0.327293
sample,0,0.631579,0.736842,0.541841
sample,0,0.684211,0.736842,0.659115
sample,0,0.736842,0.736842,0.155978
sample,0,0.789474,0.736842,-0.117862
sample,0,0.842105,0.736842,-0.361214
sample,0,0.894737,0.736842,0.075834
sample,0,0.947368,0.736842,0.038393
sample,0,1.000000,0.736842,-0.608489
sample,0,0.000000,0.789474,-0.168976
sample,0,0.052632,0.789474,-0.052922
sample,0,0.105263,0.789474,0.099588
sample,0,0.157895,0.789474,0.234432
sample,0,0.210526,0.789474,0.033472
sample,0,0.263158,0.789474,0.255121
sample,0,0.315789,0.789474,0.655626
sample,0,0.368421,0.789474,0.359371
sample,0,0.421053,0.789474,0.415479
sample,0,0.473684,0.789474,0.378737
sample,0,0.526316,0.789474,-0.143126
sample,0,0.578947,0.789474,-0.114607
sample,0,0.631579,0.789474,0.402165
sample,0,0.684211,0.789474,-0.054924
sample,0,0.736842,0.789474,-0.051213
sample,0,0.789474,0.789474,0.061877
sample,0,0.842105,0.789474,-0.014254
sample,0,0.894737,0.789474,-0.192964
sample,0,0.947368,0.789474,-0.589265
sample,0,1.000000,0.789474,-0.639755
sample,0,0.000000,0.842105,-0.018203
sample,0,0.052632,0.842105,0.409051
sample,0,0.105263,0.842105,0.460353
sample,0,0.157895,0.842105,-0.023924
sample,0,0.210526,0.842105,0.211400
sample,0,0.263158,0.842105,-0.017579
sample,0,0.315789,0.842105,-0.045103
sample,0,0.368421,0.842105,-0.221386
sample,0,0.421053,0.842105,0.252045
sample,0,0.473684,0.842105,0.152523
sample,0,0.526316,0.842105,-0.368160
sample,0,0.578947,0.842105,-0.276305
sample,0,0.631579,0.842105,-0.215357
sample,0,0.684211,0.842105,-0.316885
sample,0,0.736842,0.842105,-0.213615
sample,0,0.789474,0.842105,-0.037968
sample,0,0.842105,0.842105,-0.020763
sample,0,0.894737,0.842105,-0.312479
sample,0,0.947368,0.842105,-0.098541
sample,0,1.000000,0.842105,-0.563068
sample,0,0.000000,0.894737,0.225940
sample,0,0.052632,0.894737,0.634391
sample,0,0.105263,0.894737,0.212254
sample,0,0.157895,0.894737,0.082248
sample,0,0.210526,0.894737,0.070821
sample,0,0.263158,0.894737,-0.130493
sample,0,0.315789,0.894737,-0.098671
sample,0,0.368421,0.894737,-0.381024
sample,0,0.421053,0.894737,0.237228
sample,0,0.473684,0.894737,-0.008590
sample,0,0.526316,0.894737,-0.255504
sample,0,0.578947,0.894737,-0.481391
sample,0,0.631579,0.894737,0.153056
sample,0,0.684211,0.894737,-0.243667
sample,0,0.736842,0.894737,-0.224054
sample,0,0.789474,0.894737,-0.315632
sample,0,0.842105,0.894737,-0.353913
sample,0,0.894737,0.894737,-0.164991
sample,0,0.947368,0.894737,-0.006423
sample,0,1.000000,0.894737,-0.635816
sample,0,0.000000,0.947368,-0.143394
sample,0,0.052632,0.947368,0.011649
sample,0,0.105263,0.947368,0.183586
sample,0,0.157895,0.947368,0.231043
sample,0,0.210526,0.947368,0.068750
sample,0,0.263158,0.947368,0.076645
sample,0,0.315789,0.947368,0.067740
sample,0,0.368421,0.947368,0.041585
sample,0,0.421053,0.947368,-0.083641
sample,0,0.473684,0.947368,-0.103744
sample,0,0.526316,0.947368,-0.344905
sample,0,0.578947,0.947368,-0.379640
sample,0,0.631579,0.947368,0.000721
sample,0,0.684211,0.947368,-0.023643
sample,0,0.736842,0.947368,0.285446
sample,0,0.789474,0.947368,0.130005
sample,0,0.842105,0.947368,-0.006039
sample,0,0.894737,0.947368,-0.201235
sample,0,0.947368,0.947368,-0.133541
sample,0,1.000000,0.947368,-0.255710
sample,0,0.000000,1.000000,-0.450849
sample,0,0.052632,1.000000,-0.298025
sample,0,0.105263,1.000000,0.241256
sample,0,0.157895,1.000000,-0.178169
sample,0,0.210526,1.000000,-0.374338
sample,0,0.263158,1.000000,-0.443948
sample,0,0.315789,1.000000,-0.150134
sample,0,0.368421,1.000000,0.342274
sample,0,0.421053,1.000000,-0.057311
sample,0,0.473684,1.000000,0.132692
sample,0,0.526316,1.000000,0.009833
sample,0,0.578947,1.000000,-0.408889
sample,0,0.631579,1.000000,0.000924
sample,0,0.684211,1.000000,-0.022358
sample,0,0.736842,1.000000,0.464755
sample,0,0.789474,1.000000,0.049678
sample,0,0.842105,1.000000,0.063163
sample,0,0.894737,1.000000,0.296431
sample,0,0.947368,1.000000,0.200695
sample,0,1.000000,1.000000,-0.117579
sample,1,0.000000,0.000000,0.028867
sample,1,0.052632,0.000000,0.367103
sample,1,0.105263,0.000000,1.161228
sample,1,0.157895,0.000000,0.580729
sample,1,0.210526,0.000000,0.374889
sample,1,0.263158,0.000000,0.138054
sample,1,0.315789,0.000000,-0.157109
sample,1,0.368421,0.000000,0.042995
sample,1,0.421053,0.000000,-0.481700
sample,1,0.473684,0.000000,-0.549137
sample,1,0.526316,0.000000,-0.555142
sample,1,0.578947,0.000000,0.420949
sample,1,0.631579,0.000000,0.209924
sample,1,0.684211,0.000000,0.201238
sample,1,0.736842,0.000000,-0.264208
sample,1,0.789474,0.000000,-0.129619
sample,1,0.842105,0.000000,-0.354819
sample,1,0.894737,0.000000,-0.345382
sample,1,0.947368,0.000000,-0.122562
sample,1,1.000000,0.000000,-0.274915
sample,1,0.000000,0.052632,0.409358
sample,1,0.052632,0.052632,0.198987
sample,1,0.105263,0.052632,0.615900
sample,1,0.157895,0.052632,0.139605
sample,1,0.210526,0.052632,0.115627
sample,1,0.263158,0.052632,0.004196
sample,1,0.315789,0.052632,-0.178576
sample,1,0.368421,0.052632,-0.141982
sample,1,0.421053,0.052632,-0.370383
sample,1,0.473684,0.052632,-0.067612
sample,1,0.526316,0.052632,0.035734
sample,1,0.578947,0.052632,0.444827
sample,1,0.631579,0.052632,0.367314
sample,1,0.684211,0.052632,0.241084
sample,1,0.736842,0.052632,-0.497536
sample,1,0.789474,0.052632,-0.416071
sample,1,0.842105,0.052632,-0.550668
sample,1,0.894737,0.052632,-0.509020
sample,1,0.947368,0.052632,-0.573602
sample,1,1.000000,0.052632,-0.345039
sample,1,0.000000,0.105263,0.194750
sample,1,0.052632,0.105263,0.413665
sample,1,0.105263,0.105263,0.467425
sample,1,0.157895,0.105263,0.036984
sample,1,0.210526,0.105263,-0.123456
sample,1,0.263158,0.105263,-0.359386
sample,1,0.315789,0.105263,-0.079590
sample,1,0.368421,0.105263,-0.491540
sample,1,0.421053,0.105263,0.065494
sample,1,0.473684,0.105263,0.129763
sample,1,0.526316,0.105263,0.253375
sample,1,0.578947,0.105263,0.339529
sample,1,0.631579,0.105263,0.155926
sample,1,0.684211,0.105263,-0.080279
sample,1,0.736842,0.105263,-0.606790
sample,1,0.789474,0.105263,-0.423009
sample,1,0.842105,0.105263,-0.446302
sample,1,0.894737,0.105263,-0.576456
sample,1,0.947368,0.105263,-0.379475
sample,1,1.000000,0.105263,0.029007
sample,1,0.000000,0.157895,0.259565
sample,1,0.052632,0.157895,0.129984
sample,1,0.105263,0.157895,0.247151
sample,1,0.157895,0.157895,-0.285268
sample,1,0.210526,0.157895,-0.327943
sample,1,0.263158,0.157895,-0.248094
sample,1,0.315789,0.157895,0.141343
sample,1,0.368421,0.157895,-0.267992
sample,1,0.421053,0.157895,-0.139768
sample,1,0.473684,0.157895,0.219952
sample,1,0.526316,0.157895,0.299307
sample,1,0.578947,0.157895,-0.237443
sample,1,0.631579,0.157895,-0.191727
sample,1,0.684211,0.157895,-0.137939
sample,1,0.736842,0.157895,-0.089637
sample,1,0.789474,0.157895,-0.597151
sample,1,0.842105,0.157895,-0.470633
sample,1,0.894737,0.157895,-0.308882
sample,1,0.947368,0.157895,0.069053
sample,1,1.000000,0.157895,-0.156174
sample,1,0.000000,0.210526,0.509640
sample,1,0.052632,0.210526,0.182193
sample,1,0.105263,0.210526,0.039942
sample,1,0.157895,0.210526,-0.206019
sample,1,0.210526,0.210526,-0.025685
sample,1,0.263158,0.210526,-0.072512
sample,1,0.315789,0.210526,0.085836
sample,1,0.368421,0.210526,-0.049914
sample,1,0.421053,0.210526,0.409992
sample,1,0.473684,0.210526,0.314991
sample,1,0.526316,0.210526,-0.022846
sample,1,0.578947,0.210526,-0.261797
sample,1,0.631579,0.210526,-0.460955
sample,1,0.684211,0.210526,-0.319294
sample,1,0.736842,0.210526,-0.339124
sample,1,0.789474,0.210526,-0.170915
sample,1,0.842105,0.210526,0.088305
sample,1,0.894737,0.210526,-0.007032
sample,1,0.947368,0.210526,0.157514
sample,1,1.000000,0.210526,0.064858
sample,1,0.000000,0.263158,0.202628
sample,1,0.052632,0.263158,0.075942
sample,1,0.105263,0.263158,0.342248
sample,1,0.157895,0.263158,0.351833
sample,1,0.210526,0.263158,0.042174
sample,1,0.263158,0.263158,-0.135908
sample,1,0.315789,0.263158,-0.099160
sample,1,0.368421,0.263158,-0.271033
sample,1,0.421053,0.263158,-0.014492
sample,1,0.473684,0.263158,-0.265675
sample,1,0.526316,0.263158,-0.655358
sample,1,0.578947,0.263158,-0.316557
sample,1,0.631579,0.263158,-0.364576
sample,1,0.684211,0.263158,-0.363592
sample,1,0.736842,0.263158,-0.126384
sample,1,0.789474,0.263158,0.069055
sample,1,0.842105,0.263158,-0.081094
sample,1,0.894737,0.263158,0.285797
sample,1,0.947368,0.263158,-0.370693
sample,1,1.000000,0.263158,-0.102183
sample,1,0.000000,0.315789,0.044921
sample,1,0.052632,0.315789,0.496963
sample,1,0.105263,0.315789,0.024110
sample,1,0.157895,0.315789,0.420759
sample,1,0.210526,0.315789,0.221176
sample,1,0.263158,0.315789,0.129868
sample,1,0.315789,0.315789,-0.111130
sample,1,0.368421,0.315789,-0.331177
sample,1,0.421053,0.315789,-0.454531
sample,1,0.473684,0.315789,-0.133881
sample,1,0.526316,0.315789,-0.589778
sample,1,0.578947,0.315789,-0.554245
sample,1,0.631579,0.315789,-0.277945
sample,1,0.684211,0.315789,0.030445
sample,1,0.736842,0.315789,-0.166248
sample,1,0.789474,0.315789,0.026564
sample,1,0.842105,0.315789,-0.248976
sample,1,0.894737,0.315789,0.040320
sample,1,0.947368,0.315789,-0.395767
sample,1,1.000000,0.315789,-0.258926
sample,1,0.000000,0.368421,0.145739
sample,1,0.052632,0.368421,0.173569
sample,1,0.105263,0.368421,0.054686
sample,1,0.157895,0.368421,0.343743
sample,1,0.210526,0.368421,-0.033195
sample,1,0.263158,0.368421,-0.206478
sample,1,0.315789,0.368421,-0.002831
sample,1,0.368421,0.368421,-0.465284
sample,1,0.421053,0.368421,-0.745798
sample,1,0.473684,0.368421,-0.356688
sample,1,0.526316,0.368421,-0.316394
sample,1,0.578947,0.368421,0.006803
sample,1,0.631579,0.368421,-0.056471
sample,1,0.684211,0.368421,0.146810
sample,1,0.736842,0.368421,-0.158780
sample,1,0.789474,0.368421,-0.341537
sample,1,0.842105,0.368421,0.160869
sample,1,0.894737,0.368421,0.157494
sample,1,0.947368,0.368421,0.114353
sample,1,1.000000,0.368421,-0.311816
sample,1,0.000000,0.421053,-0.216567
sample,1,0.052632,0.421053,-0.123544
sample,1,0.105263,0.421053,-0.194855
sample,1,0.157895,0.421053,-0.062831
sample,1,0.210526,0.421053,-0.236247
sample,1,0.263158,0.421053,-0.558042
sample,1,0.315789,0.421053,-0.130151
sample,1,0.368421,0.421053,-0.563221
sample,1,0.421053,0.421053,-0.806914
sample,1,0.473684,0.421053,0.186312
sample,1,0.526316,0.421053,-0.037990
sample,1,0.578947,0.421053,0.290931
sample,1,0.631579,0.421053,0.335166
sample,1,0.684211,0.421053,-0.027974
sample,1,0.736842,0.421053,-0.183104
sample,1,0.789474,0.421053,0.166916
sample,1,0.842105,0.421053,0.414119
sample,1,0.894737,0.421053,0.056607
sample,1,0.947368,0.421053,0.383706
sample,1,1.000000,0.421053,0.508541
sample,1,0.000000,0.473684,0.261702
sample,1,0.052632,0.473684,-0.054112
sample,1,0.105263,0.473684,-0.238695
sample,1,0.157895,0.473684,-0.190751
sample,1,0.210526,0.473684,-0.278049
sample,1,0.263158,0.473684,-0.021055
sample,1,0.315789,0.473684,0.003120
sample,1,0.368421,0.473684,-0.460298
sample,1,0.421053,0.473684,-0.581308
sample,1,0.473684,0.473684,-0.092579
sample,1,0.526316,0.473684,-0.202862
sample,1,0.578947,0.473684,0.287333
sample,1,0.631579,0.473684,0.483501
sample,1,0.684211,0.473684,0.087148
sample,1,0.736842,0.473684,0.059335
sample,1,0.789474,0.473684,0.002489
sample,1,0.842105,0.473684,0.021416
sample,1,0.894737,0.473684,0.020597
sample,1,0.947368,0.473684,-0.067122
sample,1,1.000000,0.473684,0.263057
sample,1,0.000000,0.526316,0.420155
sample,1,0.052632,0.526316,-0.364076
sample,1,0.105263,0.526316,-0.148590
sample,1,0.157895,0.526316,-0.101295
sample,1,0.210526,0.526316,0.052504
sample,1,0.263158,0.526316,-0.079938
sample,1,0.315789,0.526316,0.031599
sample,1,0.368421,0.526316,-0.306696
sample,1,0.421053,0.526316,-0.427937
sample,1,0.473684,0.526316,-0.106759
sample,1,0.526316,0.526316,0.375377
sample,1,0.578947,0.526316,0.539774
sample,1,0.631579,0.526316,0.493785
sample,1,0.684211,0.526316,0.510324
sample,1,0.736842,0.526316,0.055675
sample,1,0.789474,0.526316,0.180992
sample,1,0.842105,0.526316,0.106979
sample,1,0.894737,0.526316,0.315212
sample,1,0.947368,0.526316,0.229204
sample,1,1.000000,0.526316,0.685843
sample,1,0.000000,0.578947,-0.007305
sample,1,0.052632,0.578947,-0.422529
sample,1,0.105263,0.578947,-0.211166
sample,1,0.157895,0.578947,-0.332325
sample,1,0.210526,0.578947,-0.199452
sample,1,0.263158,0.578947,0.280855
sample,1,0.315789,0.578947,0.006090
sample,1,0.368421,0.578947,-0.087939
sample,1,0.421053,0.578947,0.002260
sample,1,0.473684,0.578947,0.180730
sample,1,0.526316,0.578947,0.407918
sample,1,0.578947,0.578947,0.360442
sample,1,0.631579,0.578947,0.296790
sample,1,0.684211,0.578947,0.495702
sample,1,0.736842,0.578947,-0.068083
sample,1,0.789474,0.578947,0.591746
sample,1,0.842105,0.578947,0.422502
sample,1,0.894737,0.578947,0.333233
sample,1,0.947368,0.578947,0.276156
sample,1,1.000000,0.578947,0.584940
sample,1,0.000000,0.631579,-0.317325
sample,1,0.052632,0.631579,-0.291193
sample,1,0.105263,0.631579,-0.378446
sample,1,0.157895,0.631579,-0.390513
sample,1,0.210526,0.631579,0.002537
sample,1,0.263158,0.631579,0.380701
sample,1,0.315789,0.631579,0.557307
sample,1,0.368421,0.631579,-0.069265
sample,1,0.421053,0.631579,-0.259512
sample,1,0.473684,0.631579,-0.057638
sample,1,0.526316,0.631579,0.370499
sample,1,0.578947,0.631579,0.677705
sample,1,0.631579,0.631579,0.587827
sample,1,0.684211,0.631579,0.765515
sample,1,0.736842,0.631579,0.230726
sample,1,0.789474,0.631579,0.272082
sample,1,0.842105,0.631579,0.210652
sample,1,0.894737,0.631579,0.280736
sample,1,0.947368,0.631579,0.191608
sample,1,1.000000,0.631579,0.270194
sample,1,0.000000,0.684211,0.059700
sample,1,0.052632,0.684211,-0.739045
sample,1,0.105263,0.684211,-0.702681
sample,1,0.157895,0.684211,-0.237804
sample,1,0.210526,0.684211,0.018897
sample,1,0.263158,0.684211,0.093232
sample,1,0.315789,0.684211,0.261513
sample,1,0.368421,0.684211,-0.061033
sample,1,0.421053,0.684211,-0.209611
sample,1,0.473684,0.684211,0.170935
sample,1,0.526316,0.684211,0.421180
sample,1,0.578947,0.684211,0.498038
sample,1,0.631579,0.684211,0.184638
sample,1,0.684211,0.684211,0.566257
sample,1,0.736842,0.684211,0.581980
sample,1,0.789474,0.684211,0.274304
sample,1,0.842105,0.684211,0.155492
sample,1,0.894737,0.684211,-0.096798
sample,1,0.947368,0.684211,0.713149
sample,1,1.000000,0.684211,1.178460
sample,1,0.000000,0.736842,-0.140477
sample,1,0.052632,0.736842,-0.106565
sample,1,0.105263,0.736842,-0.521437
sample,1,0.157895,0.736842,0.173155
sample,1,0.210526,0.736842,0.050576
sample,1,0.263158,0.736842,0.095338
sample,1,0.315789,0.736842,0.351108
sample,1,0.368421,0.736842,0.342552
sample,1,0.421053,0.736842,-0.044336
sample,1,0.473684,0.736842,-0.039867
sample,1,0.526316,0.736842,0.065206
sample,1,0.578947,0.736842,0.295006
sample,1,0.631579,0.736842,-0.272902
sample,1,0.684211,0.736842,-0.006822
sample,1,0.736842,0.736842,0.691382
sample,1,0.789474,0.736842,0.951017
sample,1,0.842105,0.736842,0.693998
sample,1,0.894737,0.736842,-0.064275
sample,1,0.947368,0.736842,0.475917
sample,1,1.000000,0.736842,0.533662
sample,1,0.000000,0.789474,0.316084
sample,1,0.052632,0.789474,-0.244580
sample,1,0.105263,0.789474,-0.234862
sample,1,0.157895,0.789474,-0.293264
sample,1,0.210526,0.789474,-0.498511
sample,1,0.263158,0.789474,0.238182
sample,1,0.315789,0.789474,0.291350
sample,1,0.368421,0.789474,0.308803
sample,1,0.421053,0.789474,-0.340500
sample,1,0.473684,0.789474,-0.159393
sample,1,0.526316,0.789474,0.006314
sample,1,0.578947,0.789474,0.080405
sample,1,0.631579,0.789474,-0.212805
sample,1,0.684211,0.789474,0.088982
sample,1,0.736842,0.789474,0.401255
sample,1,0.789474,0.789474,0.771850
sample,1,0.842105,0.789474,0.750595
sample,1,0.894737,0.789474,0.382562
sample,1,0.947368,0.789474,0.414356
sample,1,1.000000,0.789474,0.327280
sample,1,0.000000,0.842105,-0.140677
sample,1,0.052632,0.842105,-0.204146
sample,1,0.105263,0.842105,-0.360730
sample,1,0.157895,0.842105,-0.337814
sample,1,0.210526,0.842105,-0.487985
sample,1,0.263158,0.842105,-0.554569
sample,1,0.315789,0.842105,-0.235603
sample,1,0.368421,0.842105,-0.115940
sample,1,0.421053,0.842105,0.138641
sample,1,0.473684,0.842105,-0.218756
sample,1,0.526316,0.842105,0.416781
sample,1,0.578947,0.842105,0.150612
sample,1,0.631579,0.842105,0.059655
sample,1,0.684211,0.842105,0.075382
sample,1,0.736842,0.842105,0.213968
sample,1,0.789474,0.842105,0.518070
sample,1,0.842105,0.842105,0.090569
sample,1,0.894737,0.842105,0.283961
sample,1,0.947368,0.842105,0.168285
sample,1,1.000000,0.842105,-0.240753
sample,1,0.000000,0.894737,0.278598
sample,1,0.052632,0.894737,0.008675
sample,1,0.105263,0.894737,0.053090
sample,1,0.157895,0.894737,-0.363601
sample,1,0.210526,0.894737,-0.838222
sample,1,0.263158,0.894737,-0.419353
sample,1,0.315789,0.894737,-0.379471
sample,1,0.368421,0.894737,0.075576
sample,1,0.421053,0.894737,0.213713
sample,1,0.473684,0.894737,-0.026236
sample,1,0.526316,0.894737,0.484594
sample,1,0.578947,0.894737,0.175469
sample,1,0.631579,0.894737,0.040692
sample,1,0.684211,0.894737,0.259410
sample,1,0.736842,0.894737,0.308781
sample,1,0.789474,0.894737,0.370409
sample,1,0.842105,0.894737,0.380280
sample,1,0.894737,0.894737,-0.073375
sample,1,0.947368,0.894737,-0.116164
sample,1,1.000000,0.894737,-0.106965
sample,1,0.000000,0.947368,0.860906
sample,1,0.052632,0.947368,0.323592
sample,1,0.105263,0.947368,0.314895
sample,1,0.157895,0.947368,0.151448
sample,1,0.210526,0.947368,-0.327206
sample,1,0.263158,0.947368,0.180746
sample,1,0.315789,0.947368,0.189586
sample,1,0.368421,0.947368,0.227462
sample,1,0.421053,0.947368,0.057565
sample,1,0.473684,0.947368,-0.141433
sample,1,0.526316,0.947368,0.194627
sample,1,0.578947,0.947368,0.129081
sample,1,0.631579,0.947368,-0.077907
sample,1,0.684211,0.947368,-0.232612
sample,1,0.736842,0.947368,0.139580
sample,1,0.789474,0.947368,0.225166
sample,1,0.842105,0.947368,0.073862
sample,1,0.894737,0.947368,0.068995
sample,1,0.947368,0.947368,0.279819
sample,1,1.000000,0.947368,0.033586
sample,1,0.000000,1.000000,0.733638
sample,1,0.052632,1.000000,0.706226
sample,1,0.105263,1.000000,0.606363
sample,1,0.157895,1.000000,0.588804
sample,1,0.210526,1.000000,0.047163
sample,1,0.263158,1.000000,0.059781
sample,1,0.315789,1.000000,0.595675
sample,1,0.368421,1.000000,0.029865
sample,1,0.421053,1.000000,-0.342004
sample,1,0.473684,1.000000,-0.092279
sample,1,0.526316,1.000000,0.115534
sample,1,0.578947,1.000000,0.074259
sample,1,0.631579,1.000000,0.254953
sample,1,0.684211,1.000000,0.425883
sample,1,0.736842,1.000000,0.724000
sample,1,0.789474,1.000000,0.162199
sample,1,0.842105,1.000000,0.386800
sample,1,0.894737,1.000000,-0.056572
sample,1,0.947368,1.000000,0.303621
sample,1,1.000000,1.000000,0.182192
sample,2,0.000000,0.000000,0.388460
sample,2,0.052632,0.000000,0.266034
sample,2,0.105263,0.000000,0.520870
sample,2,0.157895,0.000000,0.216592
sample,2,0.210526,0.000000,-0.132154
sample,2,0.263158,0.000000,-0.250590
sample,2,0.315789,0.000000,-0.155174
sample,2,0.368421,0.000000,0.132980
sample,2,0.421053,0.000000,0.172751
sample,2,0.473684,0.000000,-0.237854
sample,2,0.526316,0.000000,-0.501935
sample,2,0.578947,0.000000,-0.398950
sample,2,0.631579,0.000000,-0.033273
sample,2,0.684211,0.000000,0.143423
sample,2,0.736842,0.000000,-0.066515
sample,2,0.789474,0.000000,0.384150
sample,2,0.842105,0.000000,0.799478
sample,2,0.894737,0.000000,0.372985
sample,2,0.947368,0.000000,0.095725
sample,2,1.000000,0.000000,0.076746
sample,2,0.000000,0.052632,0.026373
sample,2,0.052632,0.052632,-0.033834
sample,2,0.105263,0.052632,0.089354
sample,2,0.157895,0.052632,-0.010661
sample,2,0.210526,0.052632,-0.117527
sample,2,0.263158,0.052632,0.048644
sample,2,0.315789,0.052632,-0.266540
sample,2,0.368421,0.052632,-0.039544
sample,2,0.421053,0.052632,-0.197943
sample,2,0.473684,0.052632,-0.169837
sample,2,0.526316,0.052632,-0.560991
sample,2,0.578947,0.052632,-0.171307
sample,2,0.631579,0.052632,0.537831
sample,2,0.684211,0.052632,0.634024
sample,2,0.736842,0.052632,0.187997
sample,2,0.789474,0.052632,-0.176996
sample,2,0.842105,0.052632,0.018764
sample,2,0.894737,0.052632,-0.010412
sample,2,0.947368,0.052632,0.473043
sample,2,1.000000,0.052632,0.240907
sample,2,0.000000,0.105263,-0.105546
sample,2,0.052632,0.105263,-0.038080
sample,2,0.105263,0.105263,0.517435
sample,2,0.157895,0.105263,0.601192
sample,2,0.210526,0.105263,0.598346
sample,2,0.263158,0.105263,0.489025
sample,2,0.315789,0.105263,-0.402958
sample,2,0.368421,0.105263,-0.072046
sample,2,0.421053,0.105263,-0.211702
sample,2,0.473684,0.105263,0.192561
sample,2,0.526316,0.105263,-0.281551
sample,2,0.578947,0.105263,0.108576
sample,2,0.631579,0.105263,0.512531
sample,2,0.684211,0.105263,0.026550
sample,2,0.736842,0.105263,-0.351052
sample,2,0.789474,0.105263,-0.289726
sample,2,0.842105,0.105263,-0.125226
sample,2,0.894737,0.105263,-0.175180
sample,2,0.947368,0.105263,-0.288402
sample,2,1.000000,0.105263,-0.095751
sample,2,0.000000,0.157895,0.036473
sample,2,0.052632,0.157895,0.058453
sample,2,0.105263,0.157895,0.010537
sample,2,0.157895,0.157895,0.445253
sample,2,0.210526,0.157895,0.421919
sample,2,0.263158,0.157895,0.334954
sample,2,0.315789,0.157895,-0.022879
sample,2,0.368421,0.157895,0.109472
sample,2,0.421053,0.157895,-0.228252
sample,2,0.473684,0.157895,-0.021799
sample,2,0.526316,0.157895,0.306836
sample,2,0.578947,0.157895,0.582400
sample,2,0.631579,0.157895,0.977402
sample,2,0.684211,0.157895,0.557891
sample,2,0.736842,0.157895,-0.116339
sample,2,0.789474,0.157895,-0.040033
sample,2,0.842105,0.157895,0.096355
sample,2,0.894737,0.157895,-0.134448
sample,2,0.947368,0.157895,-0.142899
sample,2,1.000000,0.157895,-0.073991
sample,2,0.000000,0.210526,0.189776
sample,2,0.052632,0.210526,-0.112472
sample,2,0.105263,0.210526,0.536157
sample,2,0.157895,0.210526,0.683386
sample,2,0.210526,0.210526,0.623640
sample,2,0.263158,0.210526,0.131824
sample,2,0.315789,0.210526,-0.028810
sample,2,0.368421,0.210526,-0.144979
sample,2,0.421053,0.210526,0.102814
sample,2,0.473684,0.210526,-0.247305
sample,2,0.526316,0.210526,-0.314236
sample,2,0.578947,0.210526,0.542417
sample,2,0.631579,0.210526,0.633153
sample,2,0.684211,0.210526,0.416324
sample,2,0.736842,0.210526,-0.141176
sample,2,0.789474,0.210526,-0.132695
sample,2,0.842105,0.210526,0.263795
sample,2,0.894737,0.210526,0.301696
sample,2,0.947368,0.210526,0.168090
sample,2,1.000000,0.210526,0.141405
sample,2,0.000000,0.263158,0.118873
sample,2,0.052632,0.263158,0.307990
sample,2,0.105263,0.263158,0.655111
sample,2,0.157895,0.263158,0.476559
sample,2,0.210526,0.263158,0.057119
sample,2,0.263158,0.263158,-0.083387
sample,2,0.315789,0.263158,-0.137802
sample,2,0.368421,0.263158,-0.072303
sample,2,0.421053,0.263158,0.164449
sample,2,0.473684,0.263158,-0.056241
sample,2,0.526316,0.263158,0.015481
sample,2,0.578947,0.263158,-0.011932
sample,2,0.631579,0.263158,-0.019459
sample,2,0.684211,0.263158,0.539737
sample,2,0.736842,0.263158,0.028920
sample,2,0.789474,0.263158,-0.264795
sample,2,0.842105,0.263158,-0.226474
sample,2,0.894737,0.263158,-0.008818
sample,2,0.947368,0.263158,0.436464
sample,2,1.000000,0.263158,-0.105947
sample,2,0.000000,0.315789,0.514695
sample,2,0.052632,0.315789,-0.029266
sample,2,0.105263,0.315789,-0.030352
sample,2,0.157895,0.315789,-0.273948
sample,2,0.210526,0.315789,-0.665365
sample,2,0.263158,0.315789,-0.366530
sample,2,0.315789,0.315789,-0.244887
sample,2,0.368421,0.315789,0.382284
sample,2,0.421053,0.315789,0.231717
sample,2,0.473684,0.315789,0.228274
sample,2,0.526316,0.315789,0.408526
sample,2,0.578947,0.315789,0.622785
sample,2,0.631579,0.315789,0.346998
sample,2,0.684211,0.315789,0.236661
sample,2,0.736842,0.315789,0.153866
sample,2,0.789474,0.315789,0.094439
sample,2,0.842105,0.315789,0.062835
sample,2,0.894737,0.315789,0.090304
sample,2,0.947368,0.315789,-0.373554
sample,2,1.000000,0.315789,-0.195803
sample,2,0.000000,0.368421,0.602752
sample,2,0.052632,0.368421,-0.045237
sample,2,0.105263,0.368421,-0.405969
sample,2,0.157895,0.368421,-0.565591
sample,2,0.210526,0.368421,-0.255978
sample,2,0.263158,0.368421,-0.008930
sample,2,0.315789,0.368421,-0.177083
sample,2,0.368421,0.368421,0.234592
sample,2,0.421053,0.368421,0.397531
sample,2,0.473684,0.368421,0.093165
sample,2,0.526316,0.368421,0.006340
sample,2,0.578947,0.368421,0.175208
sample,2,0.631579,0.368421,0.410000
sample,2,0.684211,0.368421,0.116097
sample,2,0.736842,0.368421,0.221570
sample,2,0.789474,0.368421,0.021853
sample,2,0.842105,0.368421,-0.324874
sample,2,0.894737,0.368421,-0.326277
sample,2,0.947368,0.368421,-0.064855
sample,2,1.000000,0.368421,-0.543771
sample,2,0.000000,0.421053,0.765456
sample,2,0.052632,0.421053,0.025865
sample,2,0.105263,0.421053,-0.315101
sample,2,0.157895,0.421053,-0.140809
sample,2,0.210526,0.421053,-0.075693
sample,2,0.263158,0.421053,-0.015788
sample,2,0.315789,0.421053,0.339410
sample,2,0.368421,0.421053,0.149153
sample,2,0.421053,0.421053,0.220018
sample,2,0.473684,0.421053,0.229779
sample,2,0.526316,0.421053,-0.095796
